,lat,long
207,48.7411522,19.4528646
208,48.7411522,19.4528646
209,48.7411522,19.4528646
210,2.8894434,-73.783892
211,2.8894434,-73.783892
212,2.8894434,-73.783892
213,2.8894434,-73.783892
214,2.8894434,-73.783892
215,1.357107,103.8194992
216,1.357107,103.8194992
217,1.357107,103.8194992
218,1.357107,103.8194992
219,1.357107,103.8194992
220,-2.49579265,120.200071716612
221,-2.49579265,120.200071716612
222,-2.49579265,120.200071716612
223,-2.49579265,120.200071716612
224,-2.49579265,120.200071716612
225,19.0974031,-70.3028026
226,19.0974031,-70.3028026
227,19.0974031,-70.3028026
228,19.0974031,-70.3028026
229,19.0974031,-70.3028026
230,49.8158683,6.1296751
231,49.8158683,6.1296751
232,49.8158683,6.1296751
233,49.8158683,6.1296751
234,49.8158683,6.1296751
235,54.7023545,-3.2765753
236,54.7023545,-3.2765753
237,54.7023545,-3.2765753
238,54.7023545,-3.2765753
239,54.7023545,-3.2765753
240,43.7283874,-79.34914879325
241,43.7283874,-79.34914879325
242,43.7283874,-79.34914879325
243,43.7283874,-79.34914879325
244,43.7283874,-79.34914879325
245,-23.3165935,-58.1693445
246,-23.3165935,-58.1693445
247,-23.3165935,-58.1693445
248,-23.3165935,-58.1693445
249,-23.3165935,-58.1693445
250,-24.7761086,134.755
251,-24.7761086,134.755
252,-24.7761086,134.755
253,-24.7761086,134.755
254,-24.7761086,134.755
255,56.8406494,24.7537645
256,56.8406494,24.7537645
257,56.8406494,24.7537645
258,56.8406494,24.7537645
259,56.8406494,24.7537645
260,38.9953683,21.9877132
261,38.9953683,21.9877132
262,38.9953683,21.9877132
263,38.9953683,21.9877132
264,38.9953683,21.9877132
265,22.350627,114.1849161
266,22.350627,114.1849161
267,22.350627,114.1849161
268,22.350627,114.1849161
269,22.350627,114.1849161
